,start,end,type
393,BARCELONA,HOTEL LUMIERE,HAS_HOTEL
394,BARCELONA,PARK GUELL,HAS_ACTIVITY
395,BARCELONA,SAGRADA FAMILIA,HAS_ACTIVITY
396,BARCELONA,TAPAS BAR,HAS_RESTAURANT
397,BARCELONA,TRATTORIA ROMANA,HAS_RESTAURANT
398,BARCELONA ARCHITECTURE 2024,ARCHITECTURE,HAS_HIGHLIGHT
399,BARCELONA ARCHITECTURE 2024,BARCELONA,HAS_CITY
400,BARCELONA ARCHITECTURE 2024,BUS,HAS_TRANSPORT
401,BARCELONA ARCHITECTURE 2024,CITY BREAK,HAS_HIGHLIGHT
402,BARCELONA ARCHITECTURE 2024,METRO,HAS_TRANSPORT
403,BARCELONA ARCHITECTURE 2024,SPAIN,HAS_COUNTRY
404,BARCELONA TURU 09 – 11 KASIM,2025-11-09,HAS_DATE_START
405,BARCELONA TURU 09 – 11 KASIM,2025-11-11,HAS_DATE_END
406,BARCELONA TURU 09 – 11 KASIM,Barcelona,HAS_CITY
407,BARCELONA TURU 09 – 11 KASIM,Sonbahar,HAS_SEASON
408,BARCELONA TURU 09 – 11 KASIM,İspanya,HAS_COUNTRY
409,BELGRAD TURU 21 – 23 EYLÜL,2025-09-21,HAS_DATE_START
410,BELGRAD TURU 21 – 23 EYLÜL,2025-09-23,HAS_DATE_END
411,BELGRAD TURU 21 – 23 EYLÜL,Belgrad,HAS_CITY
412,BELGRAD TURU 21 – 23 EYLÜL,Karlofca,HAS_CITY
413,BELGRAD TURU 21 – 23 EYLÜL,Novi Sad,HAS_CITY
414,BELGRAD TURU 21 – 23 EYLÜL,Sonbahar,HAS_SEASON
415,BELGRAD TURU 21 – 23 EYLÜL,Sırbistan,HAS_COUNTRY
416,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,2025-09-12,HAS_DATE_START
417,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,2025-09-15,HAS_DATE_END
418,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Biarritz,HAS_CITY
419,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Bilbao,HAS_CITY
420,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Fransa,HAS_COUNTRY
421,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Saint Jean De Luz,HAS_CITY
422,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,San Sebastian,HAS_CITY
423,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Sonbahar,HAS_SEASON
424,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,İspanya,HAS_COUNTRY
425,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,2025-01-04,HAS_DATE_START
426,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,2025-01-22,HAS_DATE_END
427,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Arjantin,HAS_COUNTRY
428,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Brezilya,HAS_COUNTRY
429,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Buenos Aires,HAS_CITY
430,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Cape Horn,HAS_CITY
431,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Iguazu,HAS_CITY
432,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Kış,HAS_SEASON
433,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Magdalena Adası,HAS_CITY
434,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Rio de Janeiro,HAS_CITY
435,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Santiago,HAS_CITY
436,BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Şili,HAS_COUNTRY
437,BRUGGE & LOIRE TURU 20 – 23 NİSAN,2025-04-20,HAS_DATE_START
438,BRUGGE & LOIRE TURU 20 – 23 NİSAN,2025-04-23,HAS_DATE_END
439,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Amboise,HAS_CITY
440,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Belçika,HAS_COUNTRY
441,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Blois,HAS_CITY
442,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Brugge,HAS_CITY
443,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Fransa,HAS_COUNTRY
444,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Gent,HAS_CITY
445,BRUGGE & LOIRE TURU 20 – 23 NİSAN,Loire,HAS_CITY
446,BRUGGE & LOIRE TURU 20 – 23 NİSAN,İlkbahar,HAS_SEASON
447,Bagan,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY
448,Bagan,Bagan tapınakları gezisi,HAS_ACTIVITY
449,Bagan,Belmond Road to Mandalay Cruise,HAS_HOTEL
450,Bagan,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY
451,Bagan,Inle Gölü gezisi,HAS_ACTIVITY
452,Bagan,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY
453,Bagan,Mandalay gezisi,HAS_ACTIVITY
454,Bagan,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY
455,Bagan,Shwedagon Pagoda ziyareti,HAS_ACTIVITY
456,Bagan,Yangon şehir turu,HAS_ACTIVITY
457,Bali,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,HAS_ACTIVITY
458,Bali,Bangkok şehir turu,HAS_ACTIVITY
459,Bali,"Beach Restaurant, The Surin (Phuket)",HAS_RESTAURANT
460,Bali,Capella Bangkok Hotel,HAS_HOTEL
461,Bali,Koral Restaurant,HAS_RESTAURANT
462,Bali,Phuket Tarihi Kent Gezisi,HAS_ACTIVITY
463,Bali,Phuket’te Big Buddha ziyareti,HAS_ACTIVITY
464,Bali,Restaurant POTONG,HAS_RESTAURANT
465,Bali,Riverside Pool Villa,HAS_HOTEL
466,Bali,The Surin Phuket,HAS_HOTEL
467,Bali,Volcanoes & Temples Turu (Helikopter),HAS_ACTIVITY
468,Ballarat,Alman Kasabası Hahndorf,HAS_ACTIVITY
469,Ballarat,Anayasa Limanı - Hobart,HAS_ACTIVITY
470,Ballarat,Anzac-Atatürk Anıtı,HAS_ACTIVITY
471,Ballarat,Ateş Böceği Mağarası,HAS_ACTIVITY
472,Ballarat,Barossa Valley Şarap Bağları,HAS_ACTIVITY
473,Ballarat,Brisbane Şehir Turu,HAS_ACTIVITY
474,Ballarat,Canberra Şehir Turu,HAS_ACTIVITY
475,Ballarat,Darling Harbour,HAS_ACTIVITY
476,Ballarat,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY
477,Ballarat,Franklin Meydanı - Hobart,HAS_ACTIVITY
478,Ballarat,Hyde Park Barracks - Sydney,HAS_ACTIVITY
479,Ballarat,Melbourne Müzesi,HAS_ACTIVITY
480,Ballarat,Mount Wellington,HAS_ACTIVITY
481,Ballarat,Mrs Macquarie’s Chair,HAS_ACTIVITY
482,Ballarat,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT
483,Ballarat,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY
484,Ballarat,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY
485,Ballarat,Sanat Galerisi - Melbourne,HAS_ACTIVITY
486,Ballarat,Sullivan’s Cove,HAS_ACTIVITY
487,Ballarat,Surfers Paradise - Gold Coast,HAS_ACTIVITY
488,Ballarat,Sydney Harbour Bridge,HAS_ACTIVITY
489,Ballarat,Sydney Opera House,HAS_ACTIVITY
490,Ballarat,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL
491,Ballarat,Ulusal Müze - Sydney,HAS_ACTIVITY
492,Ballarat,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT
493,Bangkok,A-Ma Tapınağı,HAS_ACTIVITY
494,Bangkok,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY
495,Bangkok,"Anantara Golden Triangle, Chiang Rai",HAS_HOTEL
496,Bangkok,Aziz Paulo Katedrali Harabesi - Macau,HAS_ACTIVITY
497,Bangkok,Bagan tapınakları gezisi,HAS_ACTIVITY
498,Bangkok,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,HAS_ACTIVITY
499,Bangkok,Bangkok Kanalları Gezisi,HAS_ACTIVITY
500,Bangkok,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,HAS_ACTIVITY
501,Bangkok,Bangkok Şehir Gezisi,HAS_ACTIVITY
502,Bangkok,Bangkok şehir turu,HAS_ACTIVITY
503,Bangkok,Bangkok şehir turu ve alışveriş aktiviteleri,HAS_ACTIVITY
504,Bangkok,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",HAS_ACTIVITY
505,Bangkok,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti,HAS_ACTIVITY
506,Bangkok,Beach Restaurant (The Surin),HAS_RESTAURANT
507,Bangkok,"Beach Restaurant, The Surin (Phuket)",HAS_RESTAURANT
508,Bangkok,Belmond Road to Mandalay Cruise,HAS_HOTEL
509,Bangkok,Bhaya Cruise (Lan Ha Bay / Ha Long),HAS_HOTEL
510,Bangkok,Bo Sang Köyü,HAS_ACTIVITY
511,Bangkok,Büyük Saray,HAS_ACTIVITY
512,Bangkok,Capella Bangkok Hotel,HAS_HOTEL
513,Bangkok,Carpe Diem Beach Club,HAS_RESTAURANT
514,Bangkok,Chatuchak Weekend Market,HAS_ACTIVITY
515,Bangkok,Chiang Rai Gezisi,HAS_ACTIVITY
516,Bangkok,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",HAS_ACTIVITY
517,Bangkok,Clara Restaurant,HAS_RESTAURANT
518,Bangkok,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY
519,Bangkok,Eat Me Restaurant,HAS_RESTAURANT
520,Bangkok,Err Restaurant,HAS_RESTAURANT
521,Bangkok,Golden Triangle Gezisi,HAS_ACTIVITY
522,Bangkok,Grand Palace & Wat Phra Kaew - Bangkok,HAS_ACTIVITY
523,Bangkok,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,HAS_ACTIVITY
524,Bangkok,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY
525,Bangkok,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY
526,Bangkok,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT
527,Bangkok,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
528,Bangkok,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",HAS_ACTIVITY
529,Bangkok,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY
530,Bangkok,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY
531,Bangkok,Hong Kong Miras Müzesi,HAS_ACTIVITY
532,Bangkok,Inle Gölü gezisi,HAS_ACTIVITY
533,Bangkok,Kalido,HAS_RESTAURANT
534,Bangkok,Koral Restaurant,HAS_RESTAURANT
535,Bangkok,Kowloon Turu,HAS_ACTIVITY
536,Bangkok,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY
537,Bangkok,Lam Tsuen Dilek Ağacı - Hong Kong,HAS_ACTIVITY
538,Bangkok,Lantau Adası Turu,HAS_ACTIVITY
539,Bangkok,Lebua at State Tower Hotel,HAS_HOTEL
540,Bangkok,Macau Casinoları,HAS_ACTIVITY
541,Bangkok,Macau Kulesi,HAS_ACTIVITY
542,Bangkok,Macau Müzesi,HAS_ACTIVITY
543,Bangkok,Macau Şarap Müzesi,HAS_ACTIVITY
544,Bangkok,Mandalay gezisi,HAS_ACTIVITY
545,Bangkok,"Mandarin Oriental, Bangkok",HAS_HOTEL
546,Bangkok,May de Cuisine Restaurant (Hanoi),HAS_RESTAURANT
547,Bangkok,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY
548,Bangkok,Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT
549,Bangkok,Mekong Nehri Tekne Gezisi,HAS_ACTIVITY
550,Bangkok,Monte Hisarı,HAS_ACTIVITY
551,Bangkok,"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL
552,Bangkok,"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL
553,Bangkok,Pak Khlong Talat Çiçek Pazarı - Bangkok,HAS_ACTIVITY
554,Bangkok,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY
555,Bangkok,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY
556,Bangkok,Phuket Tarihi Kent Gezisi,HAS_ACTIVITY
557,Bangkok,Phuket ada ve sahil aktiviteleri,HAS_ACTIVITY
558,Bangkok,Phuket’te Big Buddha ziyareti,HAS_ACTIVITY
559,Bangkok,Potong Restaurant,HAS_RESTAURANT
560,Bangkok,Restaurant POTONG,HAS_RESTAURANT
561,Bangkok,Riverside Pool Villa,HAS_HOTEL
562,Bangkok,Royal Barge Ulusal Müzesi - Bangkok,HAS_ACTIVITY
563,Bangkok,Saigon şehir turu,HAS_ACTIVITY
564,Bangkok,Sala Rattanakosin Restaurant,HAS_RESTAURANT
565,Bangkok,Senado Meydanı,HAS_ACTIVITY
566,Bangkok,Shwedagon Pagoda ziyareti,HAS_ACTIVITY
567,Bangkok,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY
568,Bangkok,Sofitel Legend Metropole (Hanoi),HAS_HOTEL
569,Bangkok,Sun Yat Sen’in Müze Evi,HAS_ACTIVITY
570,Bangkok,Tai Po Old Market - Hong Kong,HAS_ACTIVITY
571,Bangkok,Tapınaklar ve Şehir Gezisi,HAS_ACTIVITY
572,Bangkok,Terrace Rim Naam,HAS_RESTAURANT
573,Bangkok,The Market Restaurant (Vietnam),HAS_RESTAURANT
574,Bangkok,The Market Restaurant’ta Vietnam yemek kursu,HAS_ACTIVITY
575,Bangkok,The Surin,HAS_HOTEL
576,Bangkok,The Surin Phuket,HAS_HOTEL
577,Bangkok,Thien Canh Son Cave ziyareti,HAS_ACTIVITY
578,Bangkok,Thonburi Kanalları tekne turu,HAS_ACTIVITY
579,Bangkok,Tra Que Organic Village bisiklet turu,HAS_ACTIVITY
580,Bangkok,Violet Cruise (Ha Long Körfezi),HAS_HOTEL
581,Bangkok,Volcanoes & Temples Turu (Helikopter),HAS_ACTIVITY
582,Bangkok,Wang Lang Market - Bangkok,HAS_ACTIVITY
583,Bangkok,Wat Arun (Şafak Tapınağı) ziyareti,HAS_ACTIVITY
584,Bangkok,Wat Arun Tapınakları - Bangkok,HAS_ACTIVITY
585,Bangkok,Wat Chedi Luangis,HAS_ACTIVITY
586,Bangkok,Wat Pho (Yatan Buda Tapınağı) gezisi,HAS_ACTIVITY
587,Bangkok,Wat Pho Tapınağı,HAS_ACTIVITY
588,Bangkok,Wat Pho Tapınağı - Bangkok,HAS_ACTIVITY
589,Bangkok,Wat Phra Kaew,HAS_ACTIVITY
590,Bangkok,Wat Phra That Doi Suthep,HAS_ACTIVITY
591,Bangkok,Wat Ratchabophit,HAS_ACTIVITY
592,Bangkok,Wat Rong Khun,HAS_ACTIVITY
593,Bangkok,Wat Suan Dok Tapınağı,HAS_ACTIVITY
594,Bangkok,Wat Suthat Tapınağı - Bangkok,HAS_ACTIVITY
595,Bangkok,Westlake bölgesi turu (vintage jeep ile),HAS_ACTIVITY
596,Bangkok,Wong Tai Sin Tapınağı - Hong Kong,HAS_ACTIVITY
597,Bangkok,Yangon şehir turu,HAS_ACTIVITY
598,Bangkok,Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT
599,Bangkok,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT
600,Bangkok,Çiçek Kültürü Müzesi - Bangkok,HAS_ACTIVITY
601,Bangkok & Hong Kong Gezisi,Bangkok,HAS_CITY
602,Bangkok & Hong Kong Gezisi,Bangkok,HAS_HIGHLIGHT
603,Bangkok & Hong Kong Gezisi,Casinolar,HAS_HIGHLIGHT
604,Bangkok & Hong Kong Gezisi,Hong Kong,HAS_CITY
605,Bangkok & Hong Kong Gezisi,Hong Kong,HAS_HIGHLIGHT
606,Bangkok & Hong Kong Gezisi,Macau,HAS_CITY
607,Bangkok & Hong Kong Gezisi,Macau,HAS_HIGHLIGHT
608,Bangkok & Hong Kong Gezisi,Macau - Hong Kong Feribot,HAS_TRANSPORT
609,Bangkok & Hong Kong Gezisi,Tapınak,HAS_HIGHLIGHT
610,Bangkok & Hong Kong Gezisi,Tayland,HAS_COUNTRY
611,Bangkok & Hong Kong Gezisi,Tayland,HAS_HIGHLIGHT
612,Bangkok & Hong Kong Gezisi,Türk Hava Yolları TK68,HAS_TRANSPORT
613,Bangkok & Hong Kong Gezisi,Çin,HAS_COUNTRY
614,Bangkok & Hong Kong Gezisi,Çin,HAS_HIGHLIGHT
615,Barcelona,Barceloneta Restoran,HAS_RESTAURANT
616,Barcelona,Casa Milà,HAS_ACTIVITY
617,Barcelona,Gala Restoran,HAS_RESTAURANT
618,Barcelona,Gotik Mahallesi,HAS_ACTIVITY
619,Barcelona,La Pepita Tapas Bar,HAS_RESTAURANT
620,Barcelona,La Sagrada Familia,HAS_ACTIVITY
621,Barcelona,Park Güell,HAS_ACTIVITY
622,Barcelona,Plaza Catalunya,HAS_ACTIVITY
623,Bari,Alberobello Trulli Evleri,HAS_ACTIVITY
624,Bari,Antik Roma Amfitiyatrosu,HAS_ACTIVITY
625,Bari,Bari Şehir Gezisi,HAS_ACTIVITY
626,Bari,Canne Bianche Lifestyle & Hotel,HAS_HOTEL
627,Bari,Hohenstaufen Kalesi,HAS_ACTIVITY
628,Bari,Lecce Şehir Gezisi,HAS_ACTIVITY
629,Bari,Matera Gezisi,HAS_ACTIVITY
630,Bari,Monopoli Gezisi,HAS_ACTIVITY
631,Bari,Old Town,HAS_ACTIVITY
632,Bari,Palazzo dei Celestini,HAS_ACTIVITY
633,Bari,Polignano a Mare Gezisi,HAS_ACTIVITY
634,Bari,Saint Nicholas Bazilikası,HAS_ACTIVITY
635,Bari,San Giuseppe Kilisesi,HAS_ACTIVITY
636,Bari,San Sabino Katedrali,HAS_ACTIVITY
637,Bari,Sant'Oronzo Meydanı,HAS_ACTIVITY
638,Bari,Santa Croce Bazilikası,HAS_ACTIVITY
639,Bari,Strada delle Orecchiette,HAS_ACTIVITY
640,Barossa Valley,Alman Kasabası Hahndorf,HAS_ACTIVITY
641,Barossa Valley,Anayasa Limanı - Hobart,HAS_ACTIVITY
642,Barossa Valley,Anzac-Atatürk Anıtı,HAS_ACTIVITY
643,Barossa Valley,Ateş Böceği Mağarası,HAS_ACTIVITY
644,Barossa Valley,Barossa Valley Şarap Bağları,HAS_ACTIVITY
645,Barossa Valley,Brisbane Şehir Turu,HAS_ACTIVITY
646,Barossa Valley,Canberra Şehir Turu,HAS_ACTIVITY
647,Barossa Valley,Darling Harbour,HAS_ACTIVITY
648,Barossa Valley,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY
649,Barossa Valley,Franklin Meydanı - Hobart,HAS_ACTIVITY
650,Barossa Valley,Hyde Park Barracks - Sydney,HAS_ACTIVITY
651,Barossa Valley,Melbourne Müzesi,HAS_ACTIVITY
652,Barossa Valley,Mount Wellington,HAS_ACTIVITY
653,Barossa Valley,Mrs Macquarie’s Chair,HAS_ACTIVITY
654,Barossa Valley,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT
655,Barossa Valley,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY
656,Barossa Valley,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY
657,Barossa Valley,Sanat Galerisi - Melbourne,HAS_ACTIVITY
658,Barossa Valley,Sullivan’s Cove,HAS_ACTIVITY
659,Barossa Valley,Surfers Paradise - Gold Coast,HAS_ACTIVITY
660,Barossa Valley,Sydney Harbour Bridge,HAS_ACTIVITY
661,Barossa Valley,Sydney Opera House,HAS_ACTIVITY
662,Barossa Valley,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL
663,Barossa Valley,Ulusal Müze - Sydney,HAS_ACTIVITY
664,Barossa Valley,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT
665,Barselona,Almanac Barcelona,HAS_HOTEL
666,Barselona,Antoni Tàpies Müzesi ziyareti,HAS_ACTIVITY
667,Barselona,Barcelona şehir gezisi,HAS_ACTIVITY
668,Barselona,BarcelonaMilona,HAS_RESTAURANT
669,Barselona,Caixa Forum gezisi,HAS_ACTIVITY
670,Barselona,Ciutadella Park,HAS_ACTIVITY
671,Barselona,Dali Müzesi ziyareti,HAS_ACTIVITY
672,Barselona,El Tribut,HAS_RESTAURANT
673,Barselona,Fundació Suñol ziyareti,HAS_ACTIVITY
674,Barselona,Girona Gotik Katedrali,HAS_ACTIVITY
675,Barselona,Gotik Mahallesi,HAS_ACTIVITY
676,Barselona,James Turrell enstalasyonu ziyareti,HAS_ACTIVITY
677,Barselona,Joan Miró Vakfı ziyareti,HAS_ACTIVITY
678,Barselona,Jordi Bernadó Atölye ziyareti,HAS_ACTIVITY
679,Barselona,La Casa de Salvador Dalí - Port Lligat gezisi,HAS_ACTIVITY
680,Barselona,La Rambla,HAS_ACTIVITY
681,Barselona,MACBA - Museu d’Art Contemporani de Barcelona ziyareti,HAS_ACTIVITY
682,Barselona,Maná 75,HAS_RESTAURANT
683,Barselona,Merendero de la Mar,HAS_RESTAURANT
684,Barselona,Park Güell,HAS_ACTIVITY
685,Barselona,Picasso Müzesi ziyareti,HAS_ACTIVITY
686,Barselona,Plaza Catalunya,HAS_ACTIVITY
687,Barselona,Plaza España,HAS_ACTIVITY
688,Barselona,Poble Espanyol gezisi,HAS_ACTIVITY
689,Barselona,Restaurant Normal,HAS_RESTAURANT
690,Barselona,Sagrada Familia,HAS_ACTIVITY
691,Barselona,Xavi Bou Atölye ziyareti,HAS_ACTIVITY
692,Barselona Gezisi,Barselona,HAS_CITY
693,Barselona Gezisi,Barselona,HAS_HIGHLIGHT
694,Barselona Gezisi,Gaudi,HAS_HIGHLIGHT
695,Barselona Gezisi,Girona,HAS_CITY
696,Barselona Gezisi,Girona,HAS_HIGHLIGHT
697,Barselona Gezisi,Park Güell,HAS_HIGHLIGHT
698,Barselona Gezisi,Sagrada Familia,HAS_HIGHLIGHT
699,Barselona Gezisi,Türk Hava Yolları TK1467,HAS_TRANSPORT
700,Barselona Gezisi,İspanya,HAS_COUNTRY
701,Barselona Gezisi,İspanya,HAS_HIGHLIGHT
702,Beaune,Abbaye Sainte-Marie-Madeleine - Vézelay,HAS_ACTIVITY
703,Beaune,Auberge de la Madone - Fleurie,HAS_RESTAURANT
704,Beaune,Beaujolais Şarap Bağları - Fleurie,HAS_ACTIVITY
705,Beaune,Beffroi Meydanı - Nuits-Saint-Georges,HAS_ACTIVITY
706,Beaune,Benedictine Manastırı - Cluny,HAS_ACTIVITY
707,Beaune,Colline Éternelle - Vézelay Şarap Tadımı,HAS_ACTIVITY
708,Beaune,Domaine Rion Armelle et Bernard - Şarap Tadımı,HAS_ACTIVITY
709,Beaune,Hospices de Beaune (Hôtel-Dieu),HAS_ACTIVITY
710,Beaune,Hôtel-Dieu - Cluny,HAS_ACTIVITY
711,Beaune,Musée des Beaux-Arts - Beaune,HAS_ACTIVITY
712,Beaune,Musée des Beaux-Arts - Dijon,HAS_ACTIVITY
713,Beaune,Musée du Vin de Bourgogne,HAS_ACTIVITY
714,Beaune,Musée d’Art et d’Archéologie - Cluny,HAS_ACTIVITY
715,Beaune,Notre-Dame Kilisesi - Beaune,HAS_ACTIVITY
716,Beaune,Notre-Dame Kilisesi - Dijon,HAS_ACTIVITY
717,Beaune,Palais des ducs de Bourgogne - Dijon,HAS_ACTIVITY
718,Beaune,Rue de la Liberté - Dijon,HAS_ACTIVITY
719,Beaune,Saint-Baudèle Kilisesi,HAS_ACTIVITY
720,Beaune,Saint-Bénigne Katedrali - Dijon,HAS_ACTIVITY
721,Beaune,Saint-Flocel Kilisesi,HAS_ACTIVITY
722,Beaune,Saint-Martin de l’Aigue Kilisesi,HAS_ACTIVITY
723,Beaune,Saint-Michel Kilisesi - Dijon,HAS_ACTIVITY
724,Beaune,Saint-Philibert Kilisesi - Dijon,HAS_ACTIVITY
725,Beaune,Sainte-Madeleine Kilisesi,HAS_ACTIVITY
726,Beaune,Tour de Fromages - Cluny,HAS_ACTIVITY
727,Beaune,Église Saint-Symphorien - Nuits-Saint-Georges,HAS_ACTIVITY
728,Belgrad,Aziz Sava Kilisesi,HAS_ACTIVITY
729,Belgrad,Belgrad Şehir Gezisi,HAS_ACTIVITY
730,Belgrad,Damat Ali Paşa Türbesi,HAS_ACTIVITY
731,Belgrad,Fikirbayır,HAS_ACTIVITY
732,Belgrad,Kalemegdan,HAS_ACTIVITY
733,Belgrad,Kalemegdan Restaurant,HAS_RESTAURANT
734,Belgrad,Karlofca Gezisi,HAS_ACTIVITY
735,Belgrad,Metropol Palace Hotel,HAS_HOTEL
736,Belgrad,Museum of Yugoslav History,HAS_ACTIVITY
737,Belgrad,Nikola Tesla Müzesi,HAS_ACTIVITY
738,Belgrad,Novi Sad Gezisi,HAS_ACTIVITY
739,Belgrad,Royal Compound,HAS_ACTIVITY
740,Belgrad,Sokullu Mehmet Paşa Çeşmesi,HAS_ACTIVITY
741,Belgrad,Square Nine Hotel,HAS_HOTEL
742,Belgrad,Stambol Kapısı,HAS_ACTIVITY
743,Belgrad,Tuna & Sava Nehirlerinin Birleşim Noktası,HAS_ACTIVITY
744,Belgrad,Tuna Nehri Tekne Gezisi,HAS_ACTIVITY
745,Berchtesgaden,Adolf Hitler’in Kartal Yuvası,HAS_ACTIVITY
746,Berchtesgaden,Atlı Kızak Turu (St Wolfgang),HAS_ACTIVITY
747,Berchtesgaden,Cafe Sacher Salzburg,HAS_RESTAURANT
748,Berchtesgaden,Grassl Likör Fabrikası,HAS_ACTIVITY
749,Berchtesgaden,Hallstatt Gezisi,HAS_ACTIVITY
750,Berchtesgaden,Hotel Bristol,HAS_HOTEL
751,Berchtesgaden,Hotel Goldener Hirsch,HAS_HOTEL
752,Berchtesgaden,Mirabel Sarayı ve Bahçesi,HAS_ACTIVITY
753,Berchtesgaden,Mozart’ın Evi,HAS_ACTIVITY
754,Berchtesgaden,Noel Pazarları,HAS_ACTIVITY
755,Berchtesgaden,Radisson Blu Hotel Altstadt,HAS_HOTEL
756,Berchtesgaden,Residenzplatz & DomQuartier,HAS_ACTIVITY
757,Berchtesgaden,Restaurant Blaue Gans Salzburg Gasthaus,HAS_RESTAURANT
758,Berchtesgaden,Salzberg Dağı & Tuz Madeni Ziyareti,HAS_ACTIVITY
759,Berchtesgaden,Salzbergwerk Berchtesgaden,HAS_ACTIVITY
760,Berchtesgaden,Salzburg Kalesi,HAS_ACTIVITY
761,Bergen,Astrup Fearnley Museum of Modern Art,HAS_ACTIVITY
