start,type,end
Hakone,HAS_ACTIVITY,Hakone Teleferiği
Nara,HAS_ACTIVITY,Nara Park
Avignon,HAS_ACTIVITY,Avignon Gezisi
Les Baux-de-Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
L'Isle-sur-la-Sorgue,HAS_ACTIVITY,L'Isle-sur-la-Sorgue Gezisi
Alberobello,HAS_ACTIVITY,Alberobello Trulli Evleri
Alberobello,HAS_ACTIVITY,Trulli Evleri - Alberobello
Matera,HAS_ACTIVITY,Matera Gezisi
Matera,HAS_ACTIVITY,Matera Kaya Evleri
Matera,HAS_ACTIVITY,Matera Kiliseleri ve Mağaraları
Monopoli,HAS_ACTIVITY,Monopoli Gezisi
Monopoli,HAS_ACTIVITY,Monopoli Tarihi Merkezi
Polignano a Mare,HAS_ACTIVITY,Domenico Modugno Heykeli - Polignano a Mare
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare Gezisi
Lecce,HAS_ACTIVITY,Lecce Şehir Gezisi
Lecce,HAS_ACTIVITY,Palazzo dei Celestini - Lecce
Lecce,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Lecce
Lecce,HAS_ACTIVITY,San Giuseppe Kilisesi - Lecce
Lecce,HAS_ACTIVITY,Santa Croce Bazilikası - Lecce
Lecce,HAS_ACTIVITY,Sant’Oronzo Meydanı - Lecce
Bari,HAS_ACTIVITY,Bari Şehir Gezisi
L’Isle-sur-la-Sorgue,HAS_ACTIVITY,L’Isle-sur-la-Sorgue Gezisi
Roussillon,HAS_ACTIVITY,Gordes ve Roussillon köy gezileri
Roussillon,HAS_ACTIVITY,Roussillon Gezisi
Roussillon,HAS_ACTIVITY,Roussillon ve Gordes gezisi
Gordes,HAS_ACTIVITY,Gordes Gezisi
Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
Provence,HAS_ACTIVITY,Saint-Rémy-de-Provence Gezisi
Arles,HAS_ACTIVITY,Arles Gezisi
Arles,HAS_ACTIVITY,Arles Luma Müzesi ziyareti
Arles,HAS_ACTIVITY,Arles şehir gezisi
Arles,HAS_ACTIVITY,Fondation Vincent van Gogh Arles ziyareti
Venedik,HAS_ACTIVITY,Ai Weiwei sergisi
Venedik,HAS_ACTIVITY,Arsenale ana sergi turu
Venedik,HAS_ACTIVITY,Galleria dell’Accademia
Venedik,HAS_ACTIVITY,Giardini Bienali
Venedik,HAS_ACTIVITY,Giardini ana sergi turu
Venedik,HAS_ACTIVITY,Palazzo Manfrin
Venedik,HAS_ACTIVITY,Peggy Guggenheim Müzesi
Venedik,HAS_ACTIVITY,"Personal Structures, Palazzo Bembo sergisi"
Venedik,HAS_ACTIVITY,Venedik Bienali ülke pavyonları turu
Dubai,HAS_ACTIVITY,Dubai Autodrome Circuit
Dubai,HAS_ACTIVITY,Dubai Creek – Old Town
Dubai,HAS_ACTIVITY,Dubai Mall
Dubai,HAS_ACTIVITY,Museum of the Future
Dubai,HAS_ACTIVITY,New Year's Eve Celebration - The Restaurant at Address Dubai Mall
Urla,HAS_ACTIVITY,Urla Sanat Sokağı
Chianti,HAS_ACTIVITY,Antinori nel Chianti Classico Şaraphanesi
Chianti,HAS_ACTIVITY,Chianti bölgesinde üzüm bağları ve köyler
San Gimignano,HAS_ACTIVITY,San Gimignano UNESCO Dünya Mirası
San Gimignano,HAS_ACTIVITY,San Gimignano gezisi
San Gimignano,HAS_ACTIVITY,San Gimignano kasabası gezisi
Siena,HAS_ACTIVITY,Siena Şehir Merkezi
Siena,HAS_ACTIVITY,Siena şehir turu
Cortona,HAS_ACTIVITY,Cortona Tarihi Sokaklar
Orvieto,HAS_ACTIVITY,Orvieto Katedrali
Orvieto,HAS_ACTIVITY,Orvieto Yer Altı Tünelleri
Jaipur,HAS_ACTIVITY,City Palace - Jaipur
Jaipur,HAS_ACTIVITY,Jaipur Amber Kalesi ziyareti
Jaipur,HAS_ACTIVITY,Jaipur City Palace gezisi
Jaipur,HAS_ACTIVITY,Jaipur City Palace ziyareti
Jaipur,HAS_ACTIVITY,Jaipur şehir turu
Udaipur,HAS_ACTIVITY,City Palace - Udaipur
Udaipur,HAS_ACTIVITY,Udaipur City Palace ve göl çevresi gezisi
Udaipur,HAS_ACTIVITY,Udaipur City Palace ziyareti
Udaipur,HAS_ACTIVITY,Udaipur göl gezileri ve saray ziyareti
Udaipur,HAS_ACTIVITY,Udaipur göl gezisi
Chichen Itza,HAS_ACTIVITY,Chichen Itza
Savoca,HAS_ACTIVITY,Godfather Film Kilisesi - Savoca
Savoca,HAS_ACTIVITY,Savoca köyü gezisi
Forza d’Agrò,HAS_ACTIVITY,Forza d’Agrò Ortaçağ Köyü
Forza d’Agrò,HAS_ACTIVITY,Piazza del Municipio - Forza d’Agrò
Syracuse,HAS_ACTIVITY,Syracuse Katedrali
Ragusa,HAS_ACTIVITY,Ragusa Ibla
Porto,HAS_ACTIVITY,Batalha Meydanı
Porto,HAS_ACTIVITY,Boavista
Porto,HAS_ACTIVITY,Churchill Graham Şaraphanesi
Porto,HAS_ACTIVITY,Foz do Douro
Porto,HAS_ACTIVITY,Gaia Şarap Evleri
Porto,HAS_ACTIVITY,Lello Kütüphanesi
Porto,HAS_ACTIVITY,Liberdade Meydanı
Porto,HAS_ACTIVITY,Palácio da Bolsa
Porto,HAS_ACTIVITY,Porto Katedrali
Porto,HAS_ACTIVITY,Ribeira Bölgesi
Porto,HAS_ACTIVITY,Santa Catarina Caddesi
Porto,HAS_ACTIVITY,Serralves Müzesi
Porto,HAS_ACTIVITY,Six Bridges Tekne Turu
Porto,HAS_ACTIVITY,São Bento Tren İstasyonu
Porto,HAS_ACTIVITY,São Francisco Kilisesi
Porto,HAS_ACTIVITY,Torre dos Clérigos
Porto,HAS_ACTIVITY,Tuktuk Gezisi & Rehberli Yürüyüş Turu
Kahire,HAS_ACTIVITY,Büyük Mısır Müzesi
Kahire,HAS_ACTIVITY,Deve Gezisi - Piramitler
Kahire,HAS_ACTIVITY,El Refaei Camii
Kahire,HAS_ACTIVITY,Giza Piramitleri
Kahire,HAS_ACTIVITY,"Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)"
Kahire,HAS_ACTIVITY,Kahire şehir gezisi
Kahire,HAS_ACTIVITY,Khan El Khalili Çarşısı
Kahire,HAS_ACTIVITY,Khufu Piramidi
Kahire,HAS_ACTIVITY,Mısır Müzesi - Eski Müze
Kahire,HAS_ACTIVITY,Nil Nehri Felucca Tekne Gezisi
Kahire,HAS_ACTIVITY,Sfenks
Kahire,HAS_ACTIVITY,Sfenks ziyareti
Kahire,HAS_ACTIVITY,Sultan Hassan Camii
Granada,HAS_ACTIVITY,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)"
Granada,HAS_ACTIVITY,Las Granadas Kapısı
Córdoba,HAS_ACTIVITY,Alcazar Kalesi - Córdoba
Córdoba,HAS_ACTIVITY,Mezquita Camii - Córdoba
Córdoba,HAS_ACTIVITY,Musevi Mahallesi - Córdoba
Córdoba,HAS_ACTIVITY,Plaza Corredera - Córdoba
Sevilla,HAS_ACTIVITY,Alcázar - Sevilla
Sevilla,HAS_ACTIVITY,Sevilla Katedrali
Sevilla,HAS_ACTIVITY,Sevilla şehir turu
Ronda,HAS_ACTIVITY,Plaza de Toros - Ronda
Ronda,HAS_ACTIVITY,Puente Nuevo - Ronda
Ronda,HAS_ACTIVITY,Ronda Tarihi Sokakları
Ronda,HAS_ACTIVITY,Ronda gezisi
Melbourne,HAS_ACTIVITY,Melbourne Müzesi
Melbourne,HAS_ACTIVITY,Parlamento ve Hazine Binası - Melbourne
Melbourne,HAS_ACTIVITY,Royal Exhibition Binası - Melbourne
Melbourne,HAS_ACTIVITY,Sanat Galerisi - Melbourne
Hobart,HAS_ACTIVITY,Anayasa Limanı - Hobart
Hobart,HAS_ACTIVITY,Franklin Meydanı - Hobart
Hahndorf,HAS_ACTIVITY,Alman Kasabası Hahndorf
Barossa Valley,HAS_ACTIVITY,Barossa Valley Şarap Bağları
Brisbane,HAS_ACTIVITY,Brisbane Şehir Turu
Surfers Paradise,HAS_ACTIVITY,Surfers Paradise - Gold Coast
Canberra,HAS_ACTIVITY,Canberra Şehir Turu
Girona,HAS_ACTIVITY,Girona Gotik Katedrali
Locorotondo,HAS_ACTIVITY,Locorotondo Şehir Gezisi
Ortigia,HAS_ACTIVITY,Duomo Meydanı - Ortigia
Ortigia,HAS_ACTIVITY,Ortigia Roma Amfi Tiyatrosu
Noto,HAS_ACTIVITY,Chiesa di San Carlo - Noto
Noto,HAS_ACTIVITY,Chiesa di San Francesco - Noto
Noto,HAS_ACTIVITY,Corso Vittorio Emanuele - Noto
Noto,HAS_ACTIVITY,Duomo - Noto
Noto,HAS_ACTIVITY,MAT Museum - Noto
Noto,HAS_ACTIVITY,Palazzo Ducezio - Noto
Noto,HAS_ACTIVITY,Palazzo Nicolaci - Noto
Siracusa,HAS_ACTIVITY,Latomie - Siracusa
Siracusa,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Siracusa
Siracusa,HAS_ACTIVITY,Siracusa Arkeoloji Parkı
Siracusa,HAS_ACTIVITY,Siracusa ve Noto ziyaretleri
Siracusa,HAS_ACTIVITY,Yunan Tiyatrosu - Siracusa
Taormina,HAS_ACTIVITY,Taormina Gezisi
Taormina,HAS_ACTIVITY,Taormina şehir turu
Ushuaia,HAS_ACTIVITY,Beagle Kanalı - Ushuaia
Ushuaia,HAS_ACTIVITY,Tierra del Fuego Milli Parkı - Ushuaia
Puerto Madryn,HAS_ACTIVITY,Peninsula Valdes - Puerto Madryn
Macau,HAS_ACTIVITY,Aziz Paulo Katedrali Harabesi - Macau
Macau,HAS_ACTIVITY,Macau Casinoları
Macau,HAS_ACTIVITY,Macau Kulesi
Macau,HAS_ACTIVITY,Macau Müzesi
Macau,HAS_ACTIVITY,Macau Şarap Müzesi
Hong Kong,HAS_ACTIVITY,Hong Kong Miras Müzesi
Hong Kong,HAS_ACTIVITY,Lam Tsuen Dilek Ağacı - Hong Kong
Hong Kong,HAS_ACTIVITY,Tai Po Old Market - Hong Kong
Hong Kong,HAS_ACTIVITY,Wong Tai Sin Tapınağı - Hong Kong
Katmandu,HAS_ACTIVITY,Bhaktapur - Katmandu
Katmandu,HAS_ACTIVITY,Pashupatinath Tapınağı - Katmandu
Paro,HAS_ACTIVITY,Taktsang (Tiger’s Nest) Manastırı - Paro
Punakha,HAS_ACTIVITY,Punakha Dzong - Punakha
Thimphu,HAS_ACTIVITY,Thimphu Şehir Turu
Bilbao,HAS_ACTIVITY,Bilbao Şehir Turu
Bilbao,HAS_ACTIVITY,Guggenheim Müzesi - Bilbao
San Sebastián,HAS_ACTIVITY,Igueldo Tepesi - San Sebastián
San Sebastián,HAS_ACTIVITY,Kursaal Oditoryumu - San Sebastián
San Sebastián,HAS_ACTIVITY,La Bretxa Food Market - San Sebastián
San Sebastián,HAS_ACTIVITY,La Concha Plajı - San Sebastián
San Sebastián,HAS_ACTIVITY,Miramar Sarayı - San Sebastián
San Sebastián,HAS_ACTIVITY,Monte Igueldo - San Sebastián
San Sebastián,HAS_ACTIVITY,Monte Urgull - San Sebastián
San Sebastián,HAS_ACTIVITY,Parte Vieja - San Sebastián
San Sebastián,HAS_ACTIVITY,San Sebastián Şehir Gezisi
San Sebastián,HAS_ACTIVITY,San Telmo Müzesi - San Sebastián
San Sebastián,HAS_ACTIVITY,Victoria Eugenia Tiyatrosu - San Sebastián
Hondarribia,HAS_ACTIVITY,Hondarribia Eski Şehir ve Surlar
Saint-Jean-de-Luz,HAS_ACTIVITY,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Place Louis XIV - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Quai de l’Infante - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Gambetta - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Mazarin - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Saint-Jean-de-Luz Plajları
Saint-Jean-de-Luz,HAS_ACTIVITY,Sanat Galerileri - Saint-Jean-de-Luz
Beaune,HAS_ACTIVITY,Hospices de Beaune (Hôtel-Dieu)
Beaune,HAS_ACTIVITY,Musée des Beaux-Arts - Beaune
Beaune,HAS_ACTIVITY,Notre-Dame Kilisesi - Beaune
Dijon,HAS_ACTIVITY,Musée des Beaux-Arts - Dijon
Dijon,HAS_ACTIVITY,Notre-Dame Kilisesi - Dijon
Dijon,HAS_ACTIVITY,Palais des ducs de Bourgogne - Dijon
Dijon,HAS_ACTIVITY,Rue de la Liberté - Dijon
Dijon,HAS_ACTIVITY,Saint-Bénigne Katedrali - Dijon
Dijon,HAS_ACTIVITY,Saint-Michel Kilisesi - Dijon
Dijon,HAS_ACTIVITY,Saint-Philibert Kilisesi - Dijon
Nuits-Saint-Georges,HAS_ACTIVITY,Beffroi Meydanı - Nuits-Saint-Georges
Nuits-Saint-Georges,HAS_ACTIVITY,Église Saint-Symphorien - Nuits-Saint-Georges
Vézelay,HAS_ACTIVITY,Abbaye Sainte-Marie-Madeleine - Vézelay
Vézelay,HAS_ACTIVITY,Colline Éternelle - Vézelay Şarap Tadımı
Cluny,HAS_ACTIVITY,Benedictine Manastırı - Cluny
Cluny,HAS_ACTIVITY,Hôtel-Dieu - Cluny
Cluny,HAS_ACTIVITY,Musée d’Art et d’Archéologie - Cluny
Cluny,HAS_ACTIVITY,Tour de Fromages - Cluny
Fleurie,HAS_ACTIVITY,Beaujolais Şarap Bağları - Fleurie
Getaria,HAS_ACTIVITY,Cristóbal Balenciaga Museoa - Getaria
Getaria,HAS_ACTIVITY,Gaztetape Plajı - Getaria
Getaria,HAS_ACTIVITY,Getaria Balıkçı Köyü
Getaria,HAS_ACTIVITY,Malkorbe Plajı - Getaria
Rovaniemi,HAS_ACTIVITY,Aurora Borealis Macerası
Rovaniemi,HAS_ACTIVITY,Cam Igloo Deneyimi
Rovaniemi,HAS_ACTIVITY,Husky Safari
Rovaniemi,HAS_ACTIVITY,Kar Ayakkabısı Yürüyüşü
Rovaniemi,HAS_ACTIVITY,Kar Bisikleti Turu
Rovaniemi,HAS_ACTIVITY,Kicksled Deneyimi
Rovaniemi,HAS_ACTIVITY,Kızaklı Sandalye
Rovaniemi,HAS_ACTIVITY,Reindeer Safari
Rovaniemi,HAS_ACTIVITY,Santa Claus Village Gezisi
Rovaniemi,HAS_ACTIVITY,Snowmobile Safari
Masai Mara,HAS_ACTIVITY,Game Drives - Masai Mara
Masai Mara,HAS_ACTIVITY,Masai Mara Safari
Masai Mara,HAS_ACTIVITY,Masai Mara’da safari ve game drive aktiviteleri
Volcanoes National Park,HAS_ACTIVITY,Volcanoes National Park Gorilla Trekking
Kigali,HAS_ACTIVITY,Kigali Şehir Turu
Lizbon,HAS_ACTIVITY,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman"
Lizbon,HAS_ACTIVITY,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759)
Katanya,HAS_ACTIVITY,İstanbul – Katanya uçuşu TK 1395
Etna,HAS_ACTIVITY,Etna Yanardağı gezisi
Modica,HAS_ACTIVITY,Modica ve Ragusa turları
Valletta,HAS_ACTIVITY,Valletta şehir turu
Senglea,HAS_ACTIVITY,"Senglea, Vittoriosa ve Cospicua üçlü gezisi"
Mdina,HAS_ACTIVITY,Mdina şehir turu
Hanoi,HAS_ACTIVITY,Hanoi By Night turu
Hanoi,HAS_ACTIVITY,Hanoi şehir turu
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle"
Hanoi,HAS_ACTIVITY,Hanoi’de pedallı taksi (rikşov) gezisi
Ha Long,HAS_ACTIVITY,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması
Ha Long,HAS_ACTIVITY,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı"
Mekong Deltası,HAS_ACTIVITY,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı"
Mekong Deltası,HAS_ACTIVITY,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti"
Siem Reap,HAS_ACTIVITY,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası"
Siem Reap,HAS_ACTIVITY,Siem Reap Angkor Wat ziyareti
Siem Reap,HAS_ACTIVITY,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri"
Phnom Penh,HAS_ACTIVITY,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı"
Phnom Penh,HAS_ACTIVITY,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze"
Floransa,HAS_ACTIVITY,Floransa çevresinde geziler
Floransa,HAS_ACTIVITY,Floransa şehir turu (Piazza Della Signoria ve diğer yapılar)
Toskana,HAS_ACTIVITY,Toskana’da şarap bağları ve bölgesel geziler
Forte dei Marmi,HAS_ACTIVITY,Forte dei Marmi sahil tatili
Prag,HAS_ACTIVITY,"Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol"
Karlovy Vary,HAS_ACTIVITY,Karlovy Vary gezisi
Cesky Krumlov,HAS_ACTIVITY,Cesky Krumlov şehir turu
Cordoba,HAS_ACTIVITY,Cordoba turu
Amman,HAS_ACTIVITY,Amman şehir turu
Mount Nebo,HAS_ACTIVITY,Mount Nebo ve Madaba ziyareti
Petra,HAS_ACTIVITY,Petra Antik Kenti gezisi
Wadi Rum,HAS_ACTIVITY,Wadi Rum çöl safarisi
Dead Sea,HAS_ACTIVITY,Dead Sea’de konaklama ve dinlenme
Abu Dhabi,HAS_ACTIVITY,Ferrari World Abu Dhabi – Driving Experience
Abu Dhabi,HAS_ACTIVITY,"Louvre Museum, Abu Dhabi"
Lima,HAS_ACTIVITY,Lima şehir turu
Lima,HAS_ACTIVITY,Lima şehir turu (Plaza Mayor ve tarihi merkez)
Cusco,HAS_ACTIVITY,Cusco turu
Cusco,HAS_ACTIVITY,Cusco şehir turu
Sacred Valley,HAS_ACTIVITY,Sacred Valley gezisi
Machu Picchu,HAS_ACTIVITY,Machu Picchu gezisi
Machu Picchu,HAS_ACTIVITY,Machu Picchu ziyareti
New York,HAS_ACTIVITY,Central Park ziyareti
New York,HAS_ACTIVITY,Kültürel ve alışveriş aktiviteleri
New York,HAS_ACTIVITY,New York şehir turu (müze ve meydanlar)
Varanasi,HAS_ACTIVITY,Varanasi’de Ganj Nehri kıyısında Aarti töreni
Delhi,HAS_ACTIVITY,Delhi şehir turu
San Casciano Val di Pesa,HAS_ACTIVITY,San Casciano Val di Pesa kasabası ziyareti
Phuket,HAS_ACTIVITY,Phuket Tarihi Kent Gezisi
Phuket,HAS_ACTIVITY,Phuket ada ve sahil aktiviteleri
Phuket,HAS_ACTIVITY,Phuket sahil tatili
Phuket,HAS_ACTIVITY,Phuket’te Big Buddha ziyareti
Bali,HAS_ACTIVITY,Bali’de tapınak ziyaretleri ve sahil aktiviteleri
Bologna,HAS_ACTIVITY,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)"
Montepulciano,HAS_ACTIVITY,Montepulciano şarap bağları turu
Montepulciano,HAS_ACTIVITY,Montepulciano şarap bağları ve kasaba gezisi
Pienza,HAS_ACTIVITY,Pienza kasabası ziyareti
Montalcino,HAS_ACTIVITY,Montalcino’da şarap tadımı
Ho Chi Minh,HAS_ACTIVITY,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
Nha Trang,HAS_ACTIVITY,Nha Trang sahil tatili ve dinlenme
Saigon,HAS_ACTIVITY,Saigon şehir turu
Ha Long (Lan Ha Bay),HAS_ACTIVITY,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu
Havana,HAS_ACTIVITY,1950’lerden kalma Amerikan arabaları ile Havana turu
Havana,HAS_ACTIVITY,"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi"
Havana,HAS_ACTIVITY,Havana şehir turu
Havana,HAS_ACTIVITY,"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)"
Vinales,HAS_ACTIVITY,Vinales tütün tarlaları ve çiftlik ziyareti
Vinales,HAS_ACTIVITY,"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti"
Tokyo,HAS_ACTIVITY,Tokyo şehir turu
Osaka,HAS_ACTIVITY,Osaka Kalesi ziyareti
Kobe,HAS_ACTIVITY,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi
Soweto,HAS_ACTIVITY,Soweto gezisi ve Nelson Mandela’nın Evi ziyareti
Ranthambore,HAS_ACTIVITY,Ranthambore Milli Parkı’nda jeep safari
Jodhpur,HAS_ACTIVITY,Jodhpur Mehrangarh Kalesi gezisi
Jodhpur,HAS_ACTIVITY,Jodhpur Mehrangarh Kalesi ziyareti
Mumbai,HAS_ACTIVITY,Mumbai şehir turu
Cienfuegos,HAS_ACTIVITY,"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)"
Trinidad,HAS_ACTIVITY,Trinidad gezisi ve La Canchanchara Bar ziyareti
Santa Clara,HAS_ACTIVITY,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti
Bogotá,HAS_ACTIVITY,Bogotá şehir turu
Cartagena,HAS_ACTIVITY,Cartagena eski şehir gezisi
Londra,HAS_ACTIVITY,Frieze London fuarı gezisi
Londra,HAS_ACTIVITY,Frieze Sculpture Park ziyareti
Londra,HAS_ACTIVITY,Hayward Gallery ziyareti
Naoshima,HAS_ACTIVITY,Naoshima & Teshima sanat adaları gezisi
Henningsvær,HAS_ACTIVITY,Henningsvær gezisi
Svolvær,HAS_ACTIVITY,Svolvær gezisi
Å,HAS_ACTIVITY,Å köyü gezisi
Mardin,HAS_ACTIVITY,Eski Mardin Evleri ve Abbara tünelleri gezisi
Mardin,HAS_ACTIVITY,Mardin şehir turu
Midyat,HAS_ACTIVITY,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti
Midyat,HAS_ACTIVITY,Midyat şehir turu
Mexico City,HAS_ACTIVITY,Mexico City şehir turu
Mérida,HAS_ACTIVITY,Mérida şehir turu
Halong,HAS_ACTIVITY,Halong Bay tekne turu
Hoi An,HAS_ACTIVITY,Hoi An yürüyüş turu
Ho Chi Minh City,HAS_ACTIVITY,Ho Chi Minh City şehir turu
Kyoto,HAS_ACTIVITY,Kyoto şehir turu
Ise Shima,HAS_ACTIVITY,Ise Shima bölgesi gezisi
Chiang Mai,HAS_ACTIVITY,Chiang Mai şehir turu
Johannesburg,HAS_ACTIVITY,Johannesburg şehir turu
Yangon,HAS_ACTIVITY,Yangon şehir turu
Mandalay,HAS_ACTIVITY,Mandalay gezisi
Bagan,HAS_ACTIVITY,Bagan tapınakları gezisi
ROME,HAS_ACTIVITY,COLOSSEUM
ROME,HAS_ACTIVITY,PALATINE HILL
ROME,HAS_ACTIVITY,ROMAN FORUM
GOREME,HAS_ACTIVITY,GOREME OPEN AIR MUSEUM
LONDON,HAS_ACTIVITY,BIG BEN
LONDON,HAS_ACTIVITY,BRITISH MUSEUM
LONDON,HAS_ACTIVITY,LONDON EYE
LONDON,HAS_ACTIVITY,TOWER OF LONDON
NEW YORK,HAS_ACTIVITY,CENTRAL PARK
NEW YORK,HAS_ACTIVITY,STATUE OF LIBERTY
NEW YORK,HAS_ACTIVITY,TIMES SQUARE
TOKYO,HAS_ACTIVITY,MEIJI SHRINE
TOKYO,HAS_ACTIVITY,SENSOJI TEMPLE
TOKYO,HAS_ACTIVITY,SHIBUYA CROSSING
KYOTO,HAS_ACTIVITY,FUSHIMI INARI SHRINE
KYOTO,HAS_ACTIVITY,KINKAKUJI TEMPLE
KYOTO,HAS_ACTIVITY,KIYOMIZU DERA
BARCELONA,HAS_ACTIVITY,CASA BATLLO
BARCELONA,HAS_ACTIVITY,PARK GUELL
BARCELONA,HAS_ACTIVITY,SAGRADA FAMILIA
ISTANBUL,HAS_ACTIVITY,AYASOFYA CAMII
ISTANBUL,HAS_ACTIVITY,BLUE MOSQUE
ISTANBUL,HAS_ACTIVITY,GRAND BAZAAR
ISTANBUL,HAS_ACTIVITY,TOPKAPI PALACE
THESSALONIKI,HAS_ACTIVITY,THESSALONIKI OLD TOWN
PARIS,HAS_ACTIVITY,EIFFEL TOWER
PARIS,HAS_ACTIVITY,LOUVRE MUSEUM
PARIS,HAS_ACTIVITY,MONTMARTRE WALK
PARIS,HAS_ACTIVITY,MUSÉE D'ORSAY
